,x,y,label
time factors,5.102899,2.264193,-1
epidemiology,-4.5830097,2.9498467,-1
health impact,1.9758084,6.035409,-1
health risk,4.7976313,4.0484886,-1
hydraulic fracturing,4.3900704,2.7481482,-1
literature review,3.8714485,3.757771,-1
natural gas,10.1448555,-6.2298183,11
oil supply,2.732194,5.647299,35
public health,3.7971466,3.2029045,-1
adverse outcome,3.0441723,3.4216223,-1
asthma,9.314268,-4.941454,-1
cardiovascular disease,4.3694696,2.5752845,53
central nervous system,4.082224,2.7311656,53
childbirth,5.0675197,9.9139385,-1
congenital malformation,4.5229373,2.6742384,53
correlational study,7.702704,1.9476433,27
disease course,4.6493044,2.6617758,53
environmental health,10.8890915,10.889739,29
epidemiology,-4.58303,2.9498456,-1
gastrointestinal disease,4.5737185,2.8669417,-1
health hazard,-2.3032317,-0.82477295,-1
human,1.9633273,7.4553523,1
malignant neoplasm,4.561061,2.496181,53
mental disease,4.577094,2.8192189,53
neurologic disease,4.343793,2.6387303,53
oil industry,2.0417385,3.0141845,-1
population exposure,11.284074,0.85974133,24
pregnancy outcome,5.6041455,2.4417903,-1
prematurity,4.8141537,2.0312805,-1
respiratory system,3.7013521,2.6206093,-1
respiratory tract disease,4.5716457,2.8628273,-1
review,10.436108,4.122707,-1
self report,5.506886,0.45510587,-1
skin disease,4.698023,2.5476027,53
systematic review,3.837019,3.8466902,-1
congenital disorder,4.556164,2.7286923,53
neoplasm,4.5743437,2.4854524,53
neurologic disease,4.3539824,2.639017,53
oil and gas field,-6.0027304,-2.169501,-1
respiratory tract disease,4.572106,2.8625085,-1
united states,3.2029636,6.9922357,10
united states,3.2733932,6.970225,10
congenital abnormalities,4.5268483,2.6820207,53
environmental health,10.927048,10.850882,29
humans,3.1796613,2.8927822,3
neoplasms,4.470571,2.5636268,53
nervous system diseases,4.095588,2.735333,53
oil and gas fields,3.2755194,2.3135147,-1
oil and gas industry,2.818109,5.8104315,35
respiratory tract diseases,4.570569,2.8646088,-1
united states,3.2212236,7.062164,10
automatic identification,3.4869578,2.8001535,58
boreholes,4.3271375,3.2346675,50
drill pipe,4.1098666,3.0441647,50
drills,-1.2912087,2.5920777,42
genetic algorithms,3.589559,3.024939,53
neural networks,3.170007,2.3236527,-1
oil well drilling equipment,7.3808045,4.6141415,-1
oil wells,4.380383,3.2974303,50
pattern recognition,3.2305443,2.807846,58
support vector machines,3.5522594,2.9864085,58
underground reservoirs,5.2753816,3.2356558,-1
vectors,3.6156418,3.059746,53
automatic detection,3.5062046,2.7062254,58
detection and identifications,3.4901302,2.68823,58
differential pipe sticking,4.030263,2.8347137,-1
imbalanced dataset,2.813655,2.7602904,-1
multiclass pattern recognition,3.2254324,2.7940133,58
natural hydrocarbons,9.215556,3.667812,-1
twin support vector machines,3.55983,2.974677,58
wellbore instability,4.1403446,2.969889,-1
infill drilling,4.0776353,3.0838666,50
additives,4.716355,3.6069157,-1
agricultural robots,3.8305278,4.1128006,-1
extraction,0.63968605,0.2579347,-1
fossil fuels,6.322889,-5.787279,2
fracturing fluids,4.148466,2.9498863,-1
groundwater,5.754568,4.387429,-1
groundwater pollution,5.7449226,4.3690963,-1
hydraulic fracturing,4.389814,2.7480855,-1
hydrochemistry,-1.4424354,2.704127,42
liquid chromatography,4.0933795,2.4762313,-1
mass spectrometry,3.611185,2.3186216,-1
natural gas wells,7.448608,-0.3731021,32
potable water,6.939472,7.656377,39
water quality,1.9131718,-0.98569715,28
anthropogenic sources,4.0122457,3.5436993,-1
biological effects,1.5216185,3.0216455,-1
chemical contaminants,6.032729,4.2586017,-1
high resolution mass spectrometry,3.6231766,2.384429,58
incomplete knowledge,3.4400063,3.7420046,-1
liquid chromatography-high resolution mass spectrometries,3.7238088,2.4624176,58
surface water and groundwaters,4.1565595,3.6405869,-1
unconventional natural gas,5.5861974,2.1473277,-1
surface waters,4.156999,3.6455972,-1
aromatic hydrocarbon receptor,4.081439,2.5440285,-1
ground water,4.4347863,4.447058,47
surface water,4.1528673,3.6329021,-1
aromatic hydrocarbon receptor,4.082164,2.5438082,-1
fresh water,4.542426,4.415269,47
steroid receptor,4.2865343,2.6961865,53
article,4.2610354,1.3586406,22
bioassay,3.748022,2.9625425,53
controlled study,7.7628474,-1.5198573,21
fracking,-4.2210555,11.979389,-1
gas field,3.3496578,9.478968,-1
liquid chromatography-mass spectrometry,3.7193048,2.4534137,58
pennsylvania,7.3241906,5.0256414,-1
priority journal,6.000293,1.6459608,16
water analysis,1.4284499,0.084924966,-1
water sampling,6.9455366,7.6410875,39
analysis,2.776894,2.2209632,56
bioassay,3.74252,2.9638019,53
environmental monitoring,6.5270514,-4.8267956,19
fracking,-4.220873,11.979486,-1
human,1.9838378,7.531433,1
liquid chromatography,4.0926547,2.4772317,-1
mass spectrometry,3.6182823,2.328136,-1
metabolism,6.0587015,2.9536803,-1
oil and gas field,-6.0027475,-2.1695156,-1
pharmacology,1.4681135,6.114894,-1
procedures,6.375426,10.07274,-1
tumor cell line,4.419229,2.6632712,53
water pollutant,2.0529368,-1.2551044,28
biological assay,3.719316,3.0836325,53
"cell line, tumor",4.4191527,2.6633294,53
"chromatography, liquid",4.1009235,2.4664726,-1
environmental monitoring,6.6060276,-4.8145247,19
fresh water,4.5421963,4.4154134,47
humans,3.1608276,2.9387426,3
hydraulic fracking,-5.6356463,10.425309,6
mass spectrometry,3.6183386,2.32974,-1
oil and gas fields,3.2749038,2.3141315,-1
pennsylvania,7.3221655,5.0240064,-1
"receptors, aryl hydrocarbon",4.0812173,2.5427885,-1
"receptors, steroid",4.2820396,2.6978261,53
"water pollutants, chemical",6.046949,4.2748547,-1
adult,14.255422,2.3294158,20
aged,4.0172157,3.888807,4
california,0.7640063,0.22214736,36
complication,5.599355,2.445076,-1
female,1.0893312,13.4667635,17
gas poisoning,3.352513,-2.4828622,-1
government,4.7087955,3.942137,-1
human,2.0353594,7.4880624,1
lung disease,4.7705135,2.4427297,53
male,2.7675414,4.1996975,18
middle aged,4.025868,1.1999704,12
organization and management,3.65324,4.182517,-1
retrospective study,10.169632,-5.4833093,-1
united states,3.2428753,6.981534,10
veteran,-1.2814218,2.645999,42
adult,14.229475,2.341571,20
aged,4.0254297,3.8839133,4
california,0.7639857,0.22211677,36
female,1.1687597,13.460443,17
gas poisoning,3.3529136,-2.4819562,-1
humans,3.180527,2.905756,3
lung diseases,4.769197,2.4452245,53
male,2.923388,4.197225,18
middle aged,4.07081,1.194251,12
retrospective studies,10.169629,-5.4833045,-1
united states,3.1838884,7.0116386,10
united states department of veterans affairs,3.1565514,7.0073743,10
veterans,-1.175054,2.6721323,42
natural gas substitutes,10.074757,-6.1998243,11
renewable energy resources,3.363634,2.444557,45
energy hubs,3.289561,2.4262133,45
gas systems,5.6181207,2.0165715,-1
gas technologies,2.908314,5.8836603,35
optimal sizing,3.4779563,2.9691079,58
renewable energy penetrations,3.3443217,2.4367836,45
gases,11.05397,-2.2014618,32
costs,3.0542176,3.721695,-1
economics,6.506523,0.6665926,-1
electronic trading,3.5858912,3.067387,58
forecasting,3.7133877,2.4888422,-1
mean square error,3.131374,2.8696344,58
natural gas,10.05655,-6.1440277,11
neural networks,3.1718993,2.321972,-1
security of data,3.2851284,2.8546531,58
statistics,11.694118,0.59491277,24
arima,-1.3757055,2.5910897,42
artifical neural networks,3.1621618,2.3191502,-1
autoregressive integrated moving average models,3.6963468,2.6402247,-1
autoregressive neural networks,3.1657877,2.3244445,-1
econometrics model,4.160698,2.492359,-1
forecasting accuracy,3.7036412,2.5005586,-1
mean squared error,3.1811557,2.8693771,58
spot price,2.738045,2.323803,-1
gases,11.054132,-2.2016237,32
autoclaves,-1.3481529,2.624862,42
calcite,4.200685,2.6229613,54
carboxylic acids,4.3456736,2.6933093,54
environmental impact,1.4987553,6.029598,41
extraction,0.63976586,0.25802442,-1
fracturing fluids,4.148406,2.9502347,-1
hydraulic fracturing,4.3907943,2.7474992,-1
ion chromatography,4.0410585,2.5389402,-1
ions,4.054809,2.5790987,-1
natural gas,10.104454,-6.242973,11
natural gas well production,5.8350277,1.9757128,-1
organic carbon,4.634177,3.5173464,-1
pressure vessels,4.1883526,2.806511,58
toluene,5.906309,2.361935,-1
volatile organic compounds,3.849008,4.0052314,-1
water recycling,6.6457458,1.6723437,-1
xylene,5.906313,2.361936,-1
calcite dissolution,4.1916437,2.6547601,54
chemical evolution,3.426665,3.0086927,-1
environmental science,-4.98299,3.060522,-1
fracturing operations,4.3286386,2.8304794,-1
low molecular weight,3.4580746,2.930697,-1
natural gas extraction,10.034559,-6.1080875,11
natural-gas production,5.8368554,1.9743267,-1
total organic carbon,4.6353183,3.517451,-1
shale,-4.2170925,2.2007964,-1
benzene,2.7286854,1.4165118,-1
calcium carbonate,4.191004,2.529011,54
carboxylic acid derivative,4.3604813,2.8023777,54
ethylbenzene,-1.4191707,2.669199,42
ion,4.0392876,2.564175,-1
toluene,5.906307,2.3619359,-1
volatile organic compound,3.851779,4.0024066,-1
xylene,5.906325,2.3619466,-1
mineral,1.5559225,4.776005,35
natural gas,10.1270275,-6.147524,11
volatile organic compound,3.851872,4.0020638,-1
adsorption,4.006248,2.6891193,-1
article,4.2264395,1.3297309,22
dissolution,4.098653,2.917521,-1
ion chromatography,4.040729,2.539436,-1
liquid,4.3804874,2.7590559,-1
mineralogy,3.5150778,4.471432,47
oil shale,-4.19853,2.2193544,-1
precipitation,2.3780208,4.390567,46
priority journal,6.0998573,1.5641123,16
rock,4.1385946,3.041857,50
total organic carbon,4.6347027,3.517082,-1
analysis,2.813728,2.1787179,56
chemistry,1.0508002,-2.7190301,-1
fracking,-4.2209616,11.979359,-1
oil and gas field,-6.0029173,-2.1696823,-1
theoretical model,3.4645066,2.6803715,-1
united states,3.2025692,6.988852,10
waste water,6.667976,1.6207194,-1
water pollutant,2.0402825,-1.2854401,28
appalachian region,4.4233007,1.7624576,32
hydraulic fracking,-5.6271057,10.41669,6
minerals,1.5558525,4.7759204,35
"models, theoretical",4.1728954,2.4807847,-1
natural gas,10.010949,-6.1346083,11
oil and gas fields,3.2745404,2.3144875,-1
volatile organic compounds,3.826169,3.9978006,-1
waste water,6.6680946,1.6205995,-1
"water pollutants, chemical",6.0459857,4.274259,-1
"1,3 butadiene",4.3160696,2.7397034,54
acetaldehyde,4.189349,2.8188674,54
ammonia,4.277922,3.1191757,-1
anthracene,4.064573,2.6736732,54
arsenic,11.306331,1.8453679,-1
benzene,2.728693,1.416527,-1
benzo[a]pyrene,-1.3375728,2.6040163,42
benzo[b]fluoranthene,-1.3307163,2.7308285,42
benz[a]anthracene,-1.350331,2.6813867,42
cadmium,11.301706,1.8503691,-1
carbon dioxide,13.343467,5.0843053,7
carcinogen,2.2577062,4.4228683,-1
chromium,4.5145864,2.3977313,54
fluoranthene,-1.3597311,2.7773066,42
fluorene,-1.3470709,2.6502507,42
formaldehyde,2.7336175,1.4214491,-1
hexane,5.9061813,2.3618004,-1
manganese,4.5062876,2.3973246,54
mercury,7.7199626,0.7123499,-1
methane,7.9628386,4.9690437,8
natural gas,10.084707,-6.209348,11
nickel,4.503551,2.591338,54
nitrogen oxide,5.4993415,3.0308375,-1
phenanthrene,-1.4034237,2.6611006,42
polycyclic aromatic hydrocarbon,4.0712543,2.472565,-1
sulfur dioxide,4.3053236,8.6397,-1
toluene,5.906323,2.361923,-1
volatile organic compound,3.8509417,4.0025663,-1
xylene,5.906317,2.361931,-1
natural gas,10.185315,-6.178849,11
atmospheric pollution,0.5609457,-3.3745458,30
carbon dioxide,13.302094,5.119194,7
data set,3.2366962,2.7924511,-1
emission inventory,2.3995543,2.204388,-1
gas pipeline,6.932831,1.7841436,-1
greenhouse gas,2.707118,0.63907427,-1
hydraulic fracturing,4.3905826,2.7468524,-1
methane,7.9291058,4.992095,8
natural gas,10.147389,-6.200651,11
pollutant source,9.695675,4.3893056,-1
quantitative analysis,3.2018442,3.0359602,-1
air pollutant,2.1892629,17.394285,-1
air pollution,-0.3210462,-1.6554056,23
article,4.194745,1.3730063,22
climate change,3.4540672,1.4769844,-1
fracking,-4.220807,11.979579,-1
gas turbine power,4.8789296,2.5621643,51
greenhouse gas,2.7066946,0.6386999,-1
new york,-0.5260187,2.3253706,36
particulate matter,9.253914,-4.078843,-1
environmental monitoring,6.5774827,-4.7988834,19
government,4.712443,3.9421058,-1
traffic and transport,3.496907,3.4587524,-1
united states,3.2131197,6.9941025,10
new york [united states],0.18478097,0.5563693,36
united states,3.2026045,7.0006804,10
air pollutants,12.317892,10.809267,-1
climate change,3.4323518,1.4620715,-1
environmental monitoring,6.5803432,-4.7962193,19
natural gas,10.162798,-6.2735133,11
transportation,3.553006,3.539499,-1
united states,3.2425368,6.9555216,10
united states environmental protection agency,6.2799773,-1.5998749,-1
feedstocks,1.4332179,-0.73606807,-1
greenhouse gases,0.42945388,-3.425746,30
industrial chemicals,3.0141115,1.3568195,-1
methanol,4.8821826,2.8172607,-1
solar energy,3.6751204,2.22158,55
solar equipment,3.6774588,2.2276356,55
innovative technology,3.160222,3.0070329,-1
methanol production,4.8858137,2.8151484,-1
production process,4.3475947,3.259987,-1
solar assisted,3.6747594,2.2226229,55
solar reactors,3.6951632,2.2406247,55
techno-economic analysis,3.0493827,3.987914,-1
technology readiness levels,3.1682444,3.123233,-1
value added products,3.232653,3.0844803,58
solar power generation,3.667422,2.228162,55
coal,0.9394675,6.2251306,14
fuel,7.8611646,7.005936,-1
natural gas,10.274313,-6.2433796,11
petroleum,7.105446,7.352275,34
coal,0.9415635,6.2277026,14
climate change,3.428638,1.4589808,-1
coal mining,3.144555,1.2771068,-1
coal power,4.870746,2.7961984,51
coal worker,0.9473474,6.2307243,14
combustion,4.362019,11.962758,-1
environmental health,10.85419,10.933886,29
environmental impact,1.4992282,6.0290904,41
health disparity,3.161238,4.8880653,57
health impact assessment,1.9771713,6.0337186,-1
human,1.9535805,7.4584446,1
nuclear energy,4.7651997,3.4250345,49
occupational health,4.561716,9.283772,-1
politics,6.1787815,5.980298,-1
priority journal,6.0949945,1.5636846,16
public health,3.797281,3.2029963,-1
renewable resource,3.3717322,2.446928,45
review,10.437036,4.1234756,-1
waste disposal,4.9215407,6.0907073,48
adverse event,4.9064417,3.200364,-1
air pollution,-0.3272086,-1.6541636,23
environmental exposure,4.061957,2.2487988,0
public health,3.8004336,3.2067087,-1
risk factor,0.6164152,-4.955108,-1
united states,3.3286488,6.965266,10
water pollution,2.0378826,-1.2026267,28
air pollution,-0.32333198,-1.6550366,23
coal,0.91319084,6.1995587,14
coal mining,3.14455,1.2771133,-1
environmental exposure,4.057021,2.2182784,0
humans,3.178271,2.9221628,3
public health,3.8052387,3.210288,-1
risk factors,0.9733464,7.379139,-1
united states,3.2112787,6.990498,10
water pollution,2.013811,-1.1579401,28
application programs,3.4151633,3.3119044,58
diagnosis,4.370298,2.9162343,53
electromyography,4.7656918,2.0642712,53
electrophysiology,4.730122,2.1348753,53
muscle,4.5876536,2.5395255,53
natural gas conditioning,0.23319088,-0.6095624,-1
sensitivity analysis,2.9307518,2.098972,56
sports,3.5480707,4.371475,57
action potentials,3.7706876,3.7160685,-1
bluetooth standards,3.2858377,4.035745,-1
economic solutions,2.8681722,3.9637506,52
electromyographic signal,3.5628319,2.6621842,58
instrumentation amplifier,3.836399,2.6949544,58
intelligent devices,3.5234394,2.6447232,58
myopathy,4.514981,2.5140543,53
wireless communications,3.4943655,3.1167977,-1
biomedical signal processing,3.3545866,2.8361967,58
hydrocarbon,9.222135,3.6609323,-1
natural gas,10.124113,-6.2309694,11
oil,2.7363014,5.653307,35
natural gas,10.043759,-6.1344233,11
air pollutant,2.1886103,17.394827,-1
comparative study,7.778427,2.3284683,27
development,3.337635,3.9043655,-1
environmental impact,1.4986029,6.030082,41
hazardous waste,4.438781,6.126495,48
health impact assessment,1.981369,6.0284915,-1
human,2.0231185,7.4782968,1
limit of detection,3.5172772,2.7101529,58
medical research,3.0591214,4.3628054,-1
peer review,10.432815,4.1196866,-1
priority journal,6.1065993,1.5419328,16
processing,3.3666048,2.8486185,58
review,10.4359045,4.1224594,-1
stimulation,4.4935646,2.5717998,53
storage,5.582207,3.624917,-1
synthesis,3.9547672,2.9277453,-1
air pollutant,2.1951425,17.389662,-1
environmental monitoring,6.5677366,-4.8086567,19
government,4.7088737,3.9422588,-1
oil industry,2.0576856,3.0313396,-1
united states,3.2186835,7.003918,10
air pollutants,12.317878,10.809325,-1
environmental monitoring,6.5711823,-4.8082495,19
humans,3.2325778,2.8778791,3
natural gas,10.057075,-6.177272,11
oil and gas industry,2.8195138,5.812659,35
united states,3.139984,7.0506496,10
united states environmental protection agency,6.2802744,-1.5996372,-1
biogas,4.881386,2.7284937,-1
fuel,7.8608656,7.0054398,-1
kerosene,-5.1424894,3.346274,13
liquefied petroleum gas,7.2678447,-1.4643118,-1
natural gas,10.229758,-6.235995,11
child health,3.345579,4.887499,-1
disease prevalence,4.7148952,2.7950914,53
health survey,9.303616,4.158898,-1
multivariate analysis,3.1342895,2.1400957,-1
pollutant source,9.695635,4.389294,-1
pollution exposure,4.0862226,2.222701,0
public health,3.7958744,3.2017233,-1
respiratory disease,4.5722003,2.8604436,-1
rural population,5.5487633,-2.7536001,-1
age distribution,3.8893719,1.2870572,12
article,4.293718,1.3356061,22
child,-1.7263783,5.288413,6
cooking,14.948253,6.714717,9
dung cake,-0.25052607,6.272193,-1
female,1.0262599,13.501888,17
human,2.1447842,7.5581164,1
infant,12.122819,10.914613,15
light pollution,1.7840215,5.5349274,41
male,2.9813354,4.0219545,18
prevalence,14.941892,7.141441,-1
respiratory tract infection,4.665585,2.7345564,53
uttar pradesh,0.5106181,-1.0558195,-1
cooking,14.939977,6.70639,9
health survey,9.303727,4.159003,-1
india,0.5076213,-1.0542083,-1
indoor air pollution,12.145735,4.760224,-1
newborn,11.996549,10.8901615,15
preschool child,3.418533,0.50172406,-1
procedures,6.3583083,10.0473385,-1
respiratory tract infection,4.6667237,2.7351751,53
risk factor,0.6192879,-4.9579496,-1
rural population,5.5488954,-2.7537148,-1
statistics and numerical data,2.6852312,2.6672873,-1
india,0.50468165,-1.0582038,-1
uttar pradesh,0.51035655,-1.0556949,-1
"air pollution, indoor",-1.4620173,-2.4119153,-1
"child, preschool",10.753735,-1.002192,24
cooking,14.934692,6.701117,9
female,1.0799229,13.4698305,17
health surveys,9.303906,4.1593075,-1
humans,3.1350994,2.9357967,3
india,0.50746703,-1.0553411,-1
infant,12.117877,10.91131,15
"infant, newborn",12.025331,10.885911,15
male,2.8492901,4.1475983,18
prevalence,14.944688,7.1440682,-1
respiratory tract infections,4.662179,2.7287767,53
risk factors,0.97299165,7.3834333,-1
rural population,5.5488987,-2.7537153,-1
house dust allergen,5.562685,10.448506,-1
lactic acid,4.476372,2.6383693,54
natural gas,10.25513,-6.2417426,11
allergy,4.6959825,2.491637,53
article,4.3410063,1.4355842,22
cheyletus,-1.3722702,2.6474683,42
coughing,5.6815667,1.8933196,-1
cross-sectional study,7.5619764,-0.71439993,-1
dermatophagoides,-1.460707,2.645307,42
dermatophagoides pteronyssinus,-1.3685156,2.769786,42
dyspnea,4.917321,2.0354984,53
environment,6.3716874,1.3158222,-1
epiphora,-1.3888516,2.7292726,42
eye redness,4.722282,2.5344174,53
fauna,5.089672,4.143312,-1
human,2.0441768,7.4443192,1
humidity,7.1505604,1.4051284,33
hygiene,-0.3758676,8.649225,-1
intervention study,5.6759386,3.4831276,-1
kindergarten,3.4148633,0.4975158,-1
lepidoglyphus destructor,-1.4145616,2.6549325,42
mesostigmata,-1.3877623,2.6734786,42
nasal pruritus,4.754101,2.3394363,53
neighborhood,3.600805,3.1622589,-1
prevalence,14.941793,7.1413493,-1
pruritus,4.81706,2.2359765,53
questionnaire,2.1752186,0.7953159,-1
risk factor,0.6154583,-4.954091,-1
sneezing,5.6917257,1.8854288,-1
socioeconomics,-1.4789413,2.9832923,42
sunlight,3.7835777,2.337748,-1
wheezing,5.6937013,1.8838476,-1
diesel fuel,2.8972006,3.4823594,-1
natural gas,10.118996,-6.191216,11
alternative fuel,7.0363245,6.836713,34
atmospheric pollution,0.55705297,-3.3781798,30
bus transport,3.540586,3.4872777,-1
cost analysis,2.6775239,2.1283267,-1
diesel,2.8984983,3.4820573,-1
environmental economics,-4.9830194,3.060516,-1
health impact,1.9762254,6.034828,-1
natural gas,10.170675,-6.2322526,11
air pollution,-0.35717523,-1.6378894,23
air quality,-1.8503467,9.014957,-1
article,4.3045454,1.3980607,22
cardiovascular disease,4.36509,2.5692897,53
case study,5.505517,0.45687371,-1
commercial phenomena,3.0329437,1.3369228,-1
environmental exposure,4.071098,2.2620375,0
environmental health,10.888552,10.894791,29
environmental protection,6.3018894,-1.5845189,-1
exhaust gas,-2.2339382,-2.6996863,-1
government regulation,4.1370244,3.9519715,-1
mortality,2.7259421,-3.8940039,31
nevada,1.1205164,-0.7048417,36
respiratory tract disease,4.571641,2.8639598,-1
risk benefit analysis,3.2171671,3.0776796,-1
socioeconomics,-1.4783847,2.9829757,42
traffic and transport,3.4966936,3.4587395,-1
air pollutant,2.1937554,17.390438,-1
analysis,2.8163066,2.1822805,56
economics,6.5050697,0.66764903,-1
exposure,3.970825,2.099707,-1
human,2.087125,7.4694777,1
motor vehicle,3.2570536,2.769338,-1
prevention and control,4.8874717,3.1578772,-1
risk assessment,-5.8622756,2.4943233,25
united states,3.19945,7.0064483,10
clark county [nevada],0.21356529,0.53158176,36
nevada,1.1200825,-0.70465857,36
united states,3.2002761,6.99255,10
air pollutants,12.316851,10.810212,-1
humans,3.1730568,2.922402,3
inhalation exposure,1.1518424,5.3461375,-1
motor vehicles,3.2589445,2.803044,-1
natural gas,10.192397,-6.2907715,11
nevada,1.1197937,-0.7045825,36
risk assessment,-5.820769,2.5500746,25
united states,3.1977632,6.9905047,10
vehicle emissions,7.1136303,6.2789664,34
disease prevalence,4.7160068,2.7924926,53
health impact,1.9754905,6.03564,-1
hydraulic fracturing,4.391225,2.7484632,-1
natural gas,10.219912,-6.3250213,11
pollution exposure,4.0828457,2.2244039,0
public health,3.7984705,3.2043526,-1
adult,14.253729,2.3251882,20
article,4.365143,1.290047,22
disease association,4.6392903,2.6713722,53
environmental exposure,4.070726,2.2305381,0
female,1.0971546,13.552726,17
fracking,-4.2215567,11.97952,-1
gas,7.554303,0.5233158,43
hospitalization,2.8367534,-3.797143,31
human,1.9529482,7.4753675,1
kidney infection,4.676692,2.5983663,53
major clinical study,5.6669087,3.4922965,-1
male,2.804146,4.097418,18
pennsylvania,7.322227,5.0240207,-1
prevalence,14.941349,7.1409287,-1
skin disease,4.6991477,2.5461586,53
unconventional natural gas,5.5861597,2.148093,-1
ureter stone,-1.3275764,2.7929318,42
urinary tract infection,4.664194,2.7221143,53
urogenital tract disease,4.570966,2.863894,-1
adolescent,15.660237,4.8064585,-1
aged,4.0594187,3.847586,4
child,-1.7269369,5.294669,6
environmental exposure,4.0871925,2.205834,0
fracking,-4.2214594,11.979534,-1
hospitalization,2.8169885,-3.8110628,31
infant,12.118709,10.914474,15
middle aged,4.015301,1.2049596,12
newborn,11.993732,10.890654,15
preschool child,3.417814,0.5009688,-1
statistics and numerical data,2.6849322,2.6671877,-1
time factor,5.104612,2.2622354,-1
young adult,11.934581,-4.1445794,-1
pennsylvania,7.325205,5.02663,-1
united states,3.1737583,7.0154204,10
adolescent,15.70718,4.854209,-1
adult,14.241649,2.3366742,20
aged,4.018547,3.890133,4
child,-1.7278286,5.290611,6
"child, preschool",10.753677,-1.0022494,24
environmental exposure,4.0636206,2.299497,0
female,1.0892901,13.464467,17
hospitalization,2.8179638,-3.811923,31
humans,3.2078514,2.9191623,3
hydraulic fracking,-5.627149,10.41673,6
infant,12.150125,10.924547,15
"infant, newborn",12.026207,10.886202,15
male,2.9333322,4.06858,18
middle aged,4.018756,1.2106268,12
pennsylvania,7.322201,5.024007,-1
time factors,5.1027293,2.2644434,-1
young adult,11.934445,-4.144579,-1
alternative fuels,7.0368752,6.8425617,34
cavitation,3.4450438,2.8055756,58
fossil fuel deposits,-0.4962604,12.017644,-1
fossil fuels,6.2997403,-5.7879367,2
fuel cells,9.492535,8.539434,37
greenhouse gases,0.43171462,-3.425022,30
hydrogen,3.2903547,3.5132754,26
industrial emissions,6.2755156,4.0789585,40
mass transfer,4.0592475,2.8218176,-1
proven reserves,3.5919776,4.3338327,47
sonochemistry,-1.402291,2.6385458,42
ultrasonics,-1.4164237,2.6831279,42
electrolytic hydrogen,3.2779653,3.5161936,26
fossil fuel resources,-0.5082617,12.010976,-1
hydrogen production method,3.2956169,3.4918902,26
power ultrasound,3.618334,3.7175105,-1
production of hydrogen,3.323506,3.473358,26
renewable energies,3.371555,2.4313107,45
sonoelectrochemical methods,3.4130476,2.8850634,58
sonoelectrochemistry,-1.4151398,2.6912727,42
hydrogen production,3.2939734,3.4941301,26
fossil fuel,-0.49967176,12.013469,-1
hydrogen,3.2815156,3.5039375,26
oxygen,4.132903,3.1572232,-1
water,6.9420013,7.6547813,39
adsorption,4.0050616,2.690667,-1
biomass,5.9484487,5.055496,-1
catalyst,3.9516504,2.9178708,-1
chemical reaction,3.5984855,3.0190668,-1
coal gasification,0.9313047,6.218764,14
comparative study,7.765838,2.364235,27
dehydrogenation,4.1073766,2.736679,54
electrochemistry,3.9020104,2.803134,-1
electrolysis,3.2802117,3.5098624,26
energy consumption,3.4321644,1.684305,45
energy resource,7.244414,3.6302042,-1
greenhouse gas,2.705869,0.63777417,-1
hydrogen evolution,3.2787397,3.5153306,26
photolysis,3.967151,2.7323647,-1
priority journal,6.1319776,1.5162028,16
process technology,3.1732056,2.9651527,-1
renewable energy,3.3328109,2.4363801,45
review,10.434843,4.121504,-1
sonoelectrochemical production,4.3501644,3.2612815,-1
ultrasound,3.6181123,3.718782,-1
additives,4.7162695,3.6069486,-1
coal deposits,6.716897,2.903761,-1
fracturing fluids,4.148315,2.9504614,-1
gas permeability,4.2662053,2.5649312,-1
mass spectrometry,3.6180027,2.3293953,-1
methane,7.925548,5.0066504,8
resource valuation,3.2988398,5.0322957,-1
sulfur compounds,4.407358,3.071218,54
sulfur determination,4.253417,8.590035,-1
average molecular weight,3.458754,2.9183831,-1
dissolved organic sulfurs,4.5983515,3.5122175,-1
distribution matching,4.247507,3.4708118,-1
energy and environment,3.305147,2.3757398,45
molecular characteristics,3.4289074,2.9252388,58
organic sulfur compounds,4.4574146,3.0906587,54
ultrahigh resolution mass spectrometries,3.617414,2.380078,58
unconventional resources,3.1616712,4.913071,57
hydraulic fracturing,4.388962,2.748014,-1
alcohol,5.287345,4.718334,-1
dissolved organic matter,4.5934305,3.5133064,-1
organosulfur derivative,4.341814,2.841058,54
sulfate,4.1276627,2.7328782,54
surfactant,4.794841,2.1997564,53
methane,7.924577,5.0070763,8
natural gas,10.202074,-6.2127314,11
sulfur,4.3123813,8.648975,-1
aqueous solution,4.312834,2.8704057,54
article,4.238542,1.3326719,22
chemistry,1.0489653,-2.7209005,-1
comparative study,7.7638116,2.369283,27
controlled study,7.7641764,-1.5188808,21
fourier transform ion cyclotron resonance mass spectrometry,3.6503794,2.3781717,58
fracking,-4.2205257,11.979418,-1
gas field,3.34958,9.479034,-1
genome,3.7348387,3.109345,53
metagenome,-1.3678324,2.648098,42
microbial community,3.9989111,3.3641253,53
microbial genome,3.9544363,3.206701,53
molecular weight,3.4531028,2.930184,-1
nonhuman,10.33185,12.283947,-1
priority journal,6.0475802,1.604707,16
reduction (chemistry),9.654152,8.703495,37
salinity,4.0900984,4.4406314,47
solid phase extraction,3.8657377,2.8469703,58
united states,3.1113455,7.092573,10
waste water management,4.890472,3.951089,-1
chemistry,1.0489221,-2.7209325,-1
mass spectrometry,3.6184967,2.3286893,-1
