,x,y,label
conservation values,7.8862863,6.2835803,6
data collecting,7.5098753,6.917197,6
elaeis guineensis,5.155678,5.2577543,4
herpetofauna,5.215786,5.340402,4
oil palm plantations,9.128897,5.7592425,6
species composition,7.9343805,6.007817,6
species number,7.9406776,6.0082912,6
visual encounters,8.027403,6.3693385,6
palm oil,9.1011715,5.72776,6
biodiversity,6.830153,5.635255,-1
conservation,7.8867655,6.278604,6
environmental protection,7.3672986,6.534932,6
natural resources management,8.230064,7.218099,6
indonesia,7.018975,2.596923,3
kalimantan,4.9391756,5.1994324,4
number of species,7.935785,6.0122952,6
oil palm plantations,9.12401,5.753736,6
species richness,7.9333005,6.0013986,6
palm oil,9.099995,5.726612,6
battery pack,9.862282,7.7154713,-1
chemicals removal (water treatment),8.703605,5.321125,6
electronic waste,8.548285,6.279767,6
energy utilization,8.226694,8.556917,6
environmental impact,7.8847647,6.437433,6
eutrophication,10.673649,6.159137,-1
global warming,8.617632,8.593385,-1
hybrid powertrains,-2.4626925,5.0732155,-1
sustainable development,9.010508,6.080508,-1
conventional gasoline,11.0535555,1.5324568,-1
electrified vehicles,8.641261,6.5287805,6
empirical investigation,7.5098524,7.1840963,6
environmental analysis,7.3818703,6.821698,6
global warming potential,8.64159,8.614278,-1
life cycle assessment (lca),9.1657505,3.9884498,-1
life cycle sustainability assessments,9.042561,4.136226,-1
social and environmental,7.759005,6.5468698,6
life cycle,4.6591024,9.259205,-1
cyanogenic glycosides,5.1309996,5.799169,4
glycoside,5.123213,5.7863774,4
nitrogen,10.323245,4.1191697,6
animal,8.467476,11.163201,-1
chemistry,6.7091193,5.158642,-1
genetics,9.167932,10.206215,-1
germination,8.781612,5.4331255,6
"growth, development and aging",8.186717,6.383857,6
herbivory,5.3545365,5.3229737,-1
immunology,6.9713454,7.198779,5
metabolism,14.658592,6.2675643,-1
parasitology,6.9897194,7.1145296,5
phaseolus,5.084384,5.152259,4
physiology,7.2804036,7.120899,-1
plant immunity,8.76737,5.608338,6
plant leaf,8.757604,5.57062,6
plant seed,8.787137,5.5823307,6
secondary metabolism,14.6651125,6.274433,-1
seedling,8.773326,5.498691,6
spodoptera,5.098201,5.3145056,4
animals,8.800685,6.9229455,-1
germination,8.781611,5.438861,6
glycosides,5.1189365,5.728498,4
herbivory,5.354325,5.3231277,-1
nitrogen,10.33422,4.148427,6
phaseolus,5.1550417,5.2056365,4
plant immunity,8.763538,5.6010084,6
plant leaves,8.758556,5.5685043,6
secondary metabolism,14.676561,6.286976,-1
seedlings,8.746658,5.4996443,6
seeds,8.817593,5.563909,6
spodoptera,4.994297,5.203649,4
carbon dioxide,13.257027,8.755224,0
coal combustion,8.660156,5.9727597,-1
ecology,6.688708,6.8587313,5
electronic waste,8.546899,6.2776737,6
environmental protection,7.366956,6.5350947,6
liquefied petroleum gas,9.158678,5.965558,6
planning,8.016872,6.6185,6
surveys,7.811403,6.5961647,6
sustainable development,9.00957,6.0820575,-1
thermoelectric power plants,8.89308,6.881499,6
vehicles,8.64623,6.5225067,6
electric transport,9.583128,7.8727455,-1
environmental issues,7.8666143,6.513265,6
legal frameworks,7.6626406,6.918835,6
road transports,8.531828,6.665933,6
small electric vehicles,9.589067,7.8452983,-1
thermal power stations,8.770222,6.838949,6
urban environments,7.6076455,6.121403,6
vehicle drivers,8.41744,6.7402563,6
urban transportation,7.929754,6.144215,6
diesel engines,5.9964123,1.8487524,1
ecology,6.6889215,6.8584476,5
planning,8.016562,6.6194043,6
smoke,6.5530195,2.8968427,-1
sustainable development,9.008348,6.0824075,-1
ecological indicators,7.7994037,6.555309,6
effective performance,7.790941,6.5759516,6
heat release rate (hrr),8.388271,5.696225,6
high-speed diesel engines,6.08997,2.0731144,1
maximum heat release rate,8.36105,5.742421,6
pollution emissions,7.6677356,3.366278,6
pressure rise rates,8.333189,5.7077827,6
steady state performance,8.029203,6.4175787,6
compressed natural gas,4.631376,10.470614,-1
beta n acetylhexosaminidase,5.1902547,5.5042686,4
glucosaminidase,4.871247,5.223809,4
glycan,8.630072,5.042413,6
immunoglobulin,8.606525,5.087764,6
sialidase,5.127996,5.2187195,4
bacterial protein,8.814099,5.024665,6
glycoprotein,8.603733,5.0377,6
polysaccharide,8.737967,5.075915,6
article,-5.209502,4.509342,-1
bacterial gene,8.450461,4.948705,6
bacterial growth,8.491181,4.886551,6
bacterial survival,8.479839,4.9122753,6
bacteroides,5.0444508,5.111379,4
bacteroides thetaiotaomicron,5.0988894,5.083859,4
carbohydrate metabolism,14.658623,6.2692027,-1
cell surface,8.209451,5.742786,6
colon flora,9.262524,3.1833136,-1
controlled study,7.230758,12.699815,-1
enzyme activation,8.738492,5.13381,6
enzyme activity,8.744831,5.1310306,6
gene control,8.424973,4.5997305,6
gene locus,8.361929,4.581657,6
gh20 gene,8.436122,4.5254364,6
intestine flora,9.306337,3.1415403,-1
nonhuman,-3.7874675,18.463017,-1
periplasm,5.09672,5.1358395,4
priority journal,8.147875,17.419205,-1
protein analysis,9.0648155,4.9858837,6
protein expression,9.084209,4.990397,6
protein structure,9.028979,4.9766383,6
rna sequence,7.134323,4.6925097,6
upregulation,8.585551,5.2083597,6
bacteroides,5.1444845,5.2471437,4
chemistry,6.6786633,5.1280847,-1
enzymology,7.032616,6.8264456,5
gene expression profiling,8.454518,4.4830165,6
gene expression regulation,8.08391,3.7340956,6
gene locus,8.313092,4.5314717,6
genetics,9.147215,10.180847,-1
"growth, development and aging",8.169453,6.3864527,6
human,8.354395,3.2742627,-1
intestine,9.287683,3.1836638,-1
metabolism,14.644815,6.2549005,-1
microbiology,6.9565325,7.2119465,5
symbiosis,8.590465,4.5203643,6
x ray crystallography,7.793485,6.041962,6
bacterial proteins,8.704775,5.044611,6
bacteroides,5.067668,5.3103747,4
"crystallography, x-ray",7.7955403,6.041448,6
gene expression profiling,8.454348,4.482973,6
"gene expression regulation, bacterial",8.067709,3.795573,6
genetic loci,7.287262,5.9771285,6
glycoproteins,8.604182,5.0027714,6
humans,8.337287,3.3942316,-1
intestines,9.315359,3.1202755,-1
polysaccharides,8.769538,5.0692897,6
symbiosis,8.590416,4.52128,6
potassium,10.198174,4.8684196,6
sodium,10.138568,4.8617287,6
water,8.5983095,5.2791047,6
basidiomycetes,5.081242,5.07814,4
genetics,9.161985,10.212768,-1
homeostasis,10.60228,5.02629,6
metabolism,14.669064,6.2806935,-1
microbiology,6.9565363,7.211972,5
physiological stress,7.9550242,5.671655,6
physiology,7.305008,7.0953016,-1
salinity,8.725034,5.0536647,6
salt tolerance,8.6061535,5.3379774,6
symbiosis,8.590578,4.521451,6
tomato,9.049377,5.6325684,6
basidiomycota,4.995507,5.240079,4
homeostasis,10.593725,5.027437,6
lycopersicon esculentum,5.2813845,5.208574,4
nutrients,9.144925,4.9220095,6
potassium,10.197999,4.8686,6
salinity,8.725583,5.0542946,6
salt tolerance,8.608461,5.3415613,6
sodium,10.138025,4.8614945,6
"stress, physiological",7.9526033,5.658227,6
symbiosis,8.590641,4.522881,6
water,8.598586,5.292365,6
anaerobic digestion,9.316251,3.12047,-1
biogas,8.631917,4.744848,-1
cost-benefit analysis,8.153198,6.2978573,6
developing world,8.024669,6.5877395,6
diesel engine,6.017261,1.9076155,1
environmental economics,7.6077847,6.9580016,6
food web,8.732853,6.1064296,6
fuel consumption,7.299699,7.2045197,-1
greenhouse gas,8.357978,0.9935838,-1
life cycle analysis,9.125865,3.693984,-1
methane,11.082161,1.6575277,-1
operations technology,8.260552,7.0152836,6
india,6.5785236,3.1088593,3
maharashtra,5.461122,5.202574,4
mumbai,5.469496,5.2034225,4
environmental management,8.4988785,6.0770755,6
fossil fuels,7.677799,3.3832877,-1
gas emissions,6.337705,1.3479711,-1
gasification,9.381524,5.7479,6
greenhouse gases,17.105513,6.0972147,-1
recovery,8.693327,8.054933,6
retail stores,8.876358,7.4335694,6
sustainable development,8.987712,6.1080523,-1
wastes,8.598488,6.166386,6
circular economy,7.785283,6.5803094,6
food waste,8.744165,6.0819826,6
resource recovery,8.673349,8.031632,6
systems thinking,8.096172,6.660947,6
valorisation,4.915677,5.487795,4
anaerobic digestion,9.316479,3.120374,-1
arabidopsis protein,8.487772,4.7857976,6
calcium,10.411735,5.017189,6
cyclopentane derivative,9.211817,4.8093333,6
glucosinolate,5.2408853,5.1880746,4
jasmonic acid,9.164006,4.8595095,6
messenger rna,7.0466714,4.7069707,6
methionine,9.232238,4.8657103,6
oxylipin,4.997192,5.320179,4
protein binding,8.79114,5.009216,6
animal,8.484558,11.140573,-1
arabidopsis,9.666578,8.328047,-1
biological model,7.5902276,7.5701165,6
calcium signaling,10.395587,5.031163,6
cell membrane,8.273033,5.6531806,6
cell membrane permeability,8.293193,5.6341667,6
cytosol,8.590241,5.1010923,6
down regulation,7.4308686,4.682421,6
drug effect,6.777148,3.5229912,-1
gene expression regulation,8.0663595,3.7519584,6
genetics,9.159618,10.212123,-1
herbivory,5.3544393,5.3230653,-1
metabolism,14.659872,6.2693176,-1
mutation,8.388873,4.5368648,6
parasitology,6.973602,7.155479,5
physiology,7.2967963,7.1051407,-1
plant leaf,8.751319,5.566663,6
signal transduction,8.205156,7.9129543,-1
spodoptera,5.0086417,5.1961594,4
vascular bundle (plant),8.75321,4.6040416,-1
xenopus,8.090268,2.6592271,-1
animals,8.713285,6.836575,-1
arabidopsis,9.667148,8.326267,-1
arabidopsis proteins,8.488998,4.7856307,6
calcium,10.393137,5.0274553,6
calcium signaling,10.396228,5.027548,6
cell membrane,8.258584,5.655382,6
cell membrane permeability,8.29255,5.6363597,6
cyclopentanes,5.131906,5.1287093,4
cytosol,8.601785,5.097815,6
down-regulation,8.25726,6.292266,6
"gene expression regulation, plant",8.078233,3.9126637,6
glucosinolates,4.9648724,5.1562767,4
herbivory,5.3543572,5.3233547,-1
methionine,9.200453,4.8687367,6
"models, biological",7.5906205,7.5676475,6
mutation,8.390522,4.5333996,6
oxylipins,5.030551,5.2253137,4
plant leaves,8.763038,5.5592976,6
plant vascular bundle,8.717505,5.525429,6
protein binding,8.794078,5.0109305,6
"rna, messenger",7.0409346,4.7024817,6
signal transduction,8.247226,7.954712,-1
spodoptera,4.9564595,5.1412554,4
xenopus,8.089894,2.6580403,-1
efficiency,8.217598,8.536658,6
engine cylinders,8.475115,6.2085853,6
ignition,8.225617,6.32701,6
nitrogen oxides,10.275968,4.5471983,6
combustion pro-cess,8.654368,5.987456,-1
experimental and numerical studies,7.5742083,7.230755,6
homogeneous charge compression ignition,8.251332,6.2847133,6
homogeneous charge compression ignition engines,8.258214,6.1952915,6
simultaneous reduction,7.6287704,4.2108703,6
single cylinder engine,8.473471,6.217462,6
thermal efficiency improvements,8.324176,6.6193366,6
unburned hydrocarbons,9.519072,4.5713196,6
gas emissions,6.2957687,1.3446963,-1
catalysis,8.700084,5.315202,6
discovery wells,9.5460615,8.645568,2
energy security,8.66532,8.641668,6
hydrides,10.0949335,4.683467,6
hydrogen fuels,10.890298,5.5963206,-1
metals,9.915617,5.005256,6
hydrogen economy,8.910449,5.621951,-1
hydrogen storage capacities,8.873149,6.2484717,6
metal hydrides,9.914608,4.858355,6
nano-structuring,8.232031,6.379843,6
nanoconfinements,5.0015965,5.277666,4
solid state storage systems,8.669006,6.488665,6
solid-state hydrogen storage,8.817461,6.3101687,6
techno-economic feasibility,7.1210394,6.8965845,6
hydrogen storage,8.885082,6.246398,6
economics,7.60826,6.957543,6
separation,8.161668,6.6099353,6
source separation,8.172965,6.6621065,6
surveying,7.8118544,6.5971737,6
surveys,7.8117414,6.5963254,6
bio-waste,8.655372,7.288133,6
biofuel production,8.3532,6.0310106,6
biomethane,5.18545,5.3563933,4
dedicated networks,8.116339,6.812654,6
economic benefits,7.802806,6.537862,6
public involvement,7.8689556,6.618399,6
sustainable waste management,8.534988,5.9242387,6
waste management systems,8.521605,5.9476233,6
waste management,8.531476,5.9287066,6
economics,7.608688,6.9572687,6
source separation,8.172407,6.657374,6
surveying,7.8120136,6.596582,6
surveys,7.8109255,6.5969305,6
waste management,8.532975,5.925975,6
aquaporin,5.249336,5.1820264,4
cation transport protein,9.059958,5.0089564,6
chaperone,8.800858,5.0624547,6
chaperonin,4.977708,5.1739173,4
complementary dna,7.219343,4.8606715,6
cyclic nucleotide gated channel,12.592771,5.166777,-1
dna directed rna polymerase,7.1085305,4.68635,6
glutamate receptor,8.5494175,5.217421,6
heat shock protein,8.428319,5.803661,6
potassium,10.198405,4.868242,6
rain,8.465245,5.1525536,6
small interfering rna,6.8892756,4.647479,6
sodium,10.1382,4.8613486,6
sodium proton exchange protein,9.218997,4.984637,6
transcriptome,9.331085,6.5871744,-1
fertilizer,10.110166,4.6852713,6
potassium,10.184868,4.8545394,6
sodium,10.132463,4.8606615,6
transcriptome,9.331104,6.587174,-1
adaptive behavior,8.3857155,5.6230726,6
article,-5.2235484,4.526133,-1
biotic stress,7.952723,5.660221,6
canopy,5.1862454,5.373415,4
carbohydrate metabolism,14.657624,6.2685637,-1
carbon dioxide fixation,13.095026,8.815492,0
climate,4.2337728,5.0510178,-1
controlled study,7.2546263,12.669954,-1
down regulation,7.431412,4.6824274,6
electron transport,7.9567766,6.0915036,6
environmental temperature,8.282469,5.3662844,6
enzyme activation,8.736242,5.13683,6
eucalyptus,5.0210404,5.7447643,4
eucalyptus grandis,5.034216,5.7339554,4
fertilization,8.778945,5.3121033,6
gene expression,8.45476,4.4829354,6
homeostasis,10.591495,5.0276437,6
leaf senescence,8.770097,5.5446515,6
nonhuman,-3.8051348,18.39561,-1
nutrition,8.26531,5.9306083,6
osmotic stress,7.9745555,5.6749983,6
photosynthesis,8.951703,5.2209063,6
plant defense,8.758665,5.599993,6
plant leaf,8.812856,5.5274377,6
plant metabolism,14.6600685,6.269,-1
plant stress,8.759214,5.5970793,6
protein folding,9.090196,4.9774923,6
rna analysis,7.0986414,4.7153187,6
rna metabolism,14.649641,6.2776294,-1
rna sequence,7.126643,4.704719,6
salt stress,8.576043,5.3633995,6
sequence alignment,8.027985,4.861949,6
soil water content,8.648089,5.3013563,6
steroid metabolism,14.65935,6.269213,-1
stomatal conductance,10.271681,5.024053,6
transcription regulation,7.4374404,4.6795197,6
upregulation,8.586336,5.2065706,6
water availability,8.617173,5.3093715,6
chemistry,6.743483,5.1752853,-1
drought,8.472804,5.0143313,6
drug effect,6.7774754,3.5293007,-1
eucalyptus,5.0360627,5.756131,4
gene expression regulation,8.066197,3.7538302,6
genetics,9.173803,10.261439,-1
metabolism,14.659347,6.26938,-1
physiological stress,7.9545074,5.66853,6
plant leaf,8.747196,5.579399,6
soil,8.993989,4.829852,6
droughts,8.470107,5.01895,6
eucalyptus,5.0327177,5.751841,4
fertilizers,10.114857,4.680675,6
"gene expression regulation, plant",8.0757475,3.8867257,6
plant leaves,8.734845,5.5479183,6
potassium,10.197769,4.8678064,6
sodium,10.139173,4.8615465,6
soil,8.994385,4.8243623,6
"stress, physiological",7.9526095,5.65918,6
transcriptome,9.331102,6.587159,-1
fresh water,8.595186,5.285571,6
animal,8.496741,11.122232,-1
biodiversity,6.8301806,5.6351705,-1
environmental protection,7.366794,6.5354085,6
fish,7.9864044,5.916821,6
fishery,7.990006,6.018729,6
organization and management,8.419462,6.181304,6
physiology,7.335952,7.0677238,-1
tropic climate,4.241562,5.048417,-1
animals,8.733889,6.856315,-1
biodiversity,6.830202,5.635121,-1
conservation of natural resources,8.230678,7.2173963,6
fisheries,7.9912167,6.0269017,6
fishes,7.966285,5.911057,6
fresh water,8.595451,5.29078,6
tropical climate,4.233777,5.051985,-1
academic achievement,7.998649,6.6450987,6
adolescent,8.44159,5.295323,6
adult,8.452068,5.2724714,-1
article,-5.1702056,4.485046,-1
child,8.405605,5.367852,6
china,7.161145,2.0984907,3
female,7.7779326,5.588894,-1
human,8.351834,3.3766053,-1
outcome assessment,8.134375,6.215615,6
social work,7.795332,6.535322,6
wellbeing,8.239681,5.9340224,6
worker,4.965487,5.3116865,4
black carbon,13.16276,8.701634,0
carbon monoxide,13.266513,8.767457,0
nitrogen dioxide,10.309815,4.126633,6
sulfur dioxide,10.312668,4.1235805,6
air pollution,9.159784,4.725351,-1
air quality,10.289538,5.3299875,-1
cardiovascular disease,8.131789,5.492708,6
cardiovascular mortality,8.151248,5.4776545,6
cause of death,7.9591427,5.620146,6
combustion,8.659971,5.972817,-1
concentration (parameter),8.826902,4.6620884,-1
cooking,9.12953,5.736801,6
decision making,7.710449,7.2940617,6
domestic waste,8.551795,6.251342,6
environmental exposure,8.019124,4.534709,6
environmental policy,7.62178,6.4983177,6
exhaust gas,9.390346,8.231693,-1
health hazard,8.224504,6.0643935,6
heating,8.5531025,6.117321,6
high income country,7.888246,6.499232,6
industrial waste,8.550757,6.264279,6
particulate matter,7.2843766,0.63312286,-1
priority journal,8.134481,17.395042,-1
respiratory tract disease,8.073777,5.499309,6
review,8.285691,8.885896,-1
air pollution,9.159994,4.7249656,-1
epidemiology,7.0405803,6.862794,5
health status,8.233709,5.940094,6
human,8.420554,3.4044611,-1
particulate matter,7.2124424,0.58873445,-1
prevention and control,8.19646,6.515044,6
randomized controlled trial (topic),7.2693095,12.590429,-1
air pollution,9.1650095,4.7211766,-1
health status,8.234419,5.941733,6
humans,8.365073,3.3714404,-1
interrupted time series analysis,9.120954,3.6971512,-1
particulate matter,7.244996,0.56771606,-1
randomized controlled trials as topic,7.2732224,12.610017,-1
air pollution control,8.705056,5.977087,6
article,-5.228627,4.4759083,-1
car,8.460249,6.7094727,6
china,7.1606402,2.0979779,3
city,7.7185707,6.318041,6
human,8.347854,3.381736,-1
particulate matter 2.5,7.210916,0.6010173,-1
renewable energy,8.796651,8.274609,6
social participation,7.7748528,6.544862,6
calcium,10.392644,5.0281324,6
ion channel,12.128916,5.016166,-1
article,-5.219736,4.506653,-1
avoidance behavior,8.387915,5.617192,6
behavior,8.39221,5.605279,6
body surface,8.076656,6.005283,6
caenorhabditis elegans,8.0254755,2.4303622,-1
calcium cell level,10.256862,5.145032,6
cytoskeleton,8.602931,5.1038427,6
epidermis,8.14232,5.486278,6
extracellular matrix,8.391139,5.5131555,6
humidity,8.247534,5.2987223,6
laboratory technique,7.8727727,6.7679944,6
mating,7.7520556,5.6052127,-1
mechanical stimulation,8.280132,5.5787253,6
mechanical stress,7.9651866,5.707584,6
mechanoreceptor,5.123056,5.228845,4
mechanotransduction,4.9894385,5.3037353,4
neurite,8.176778,5.5221314,6
nociception,8.353165,5.474793,6
nonhuman,-3.7803802,18.432224,-1
phototransduction,4.981338,5.2422137,4
physical stimulation,8.280565,5.575587,6
priority journal,8.149529,17.41523,-1
proprioception,5.3971596,5.712666,4
sensory nerve cell,8.119695,5.657763,6
signal transduction,8.206774,7.9145803,-1
thermal stimulation,8.280905,5.5829587,6
thermoreceptor,5.118174,5.180205,4
touch,5.0774035,5.2367787,4
whole cell patch clamp,8.411855,5.9888344,6
animal,8.478713,11.139328,-1
caenorhabditis elegans,8.022334,2.4312212,-1
mechanics,7.9360948,5.931319,6
mechanotransduction,5.1764164,5.2829337,4
metabolism,14.657298,6.291719,-1
physiological stress,7.9515095,5.6652017,6
physiology,7.2444587,7.157414,-1
sensation,8.279234,5.7107,6
signal transduction,8.2458515,7.9536467,-1
temperature,8.289787,5.3087068,6
temperature sense,8.314635,5.394499,6
animals,8.721306,6.8437443,-1
caenorhabditis elegans,8.024454,2.439958,-1
mechanical phenomena,7.980613,5.884083,6
"mechanotransduction, cellular",8.079699,5.939575,6
sensation,8.282385,5.7115703,6
sensory receptor cells,8.378504,5.3328547,6
signal transduction,8.208683,7.916469,-1
"stress, physiological",7.952311,5.658661,6
temperature,8.282151,5.34959,6
thermosensing,5.1117053,5.2952724,4
land use,8.435478,6.1069784,6
land use planning,8.438821,6.1006193,6
literature review,8.024636,8.936282,-1
periurban area,7.5967765,6.0978036,6
sustainability,10.166211,2.6222255,-1
urban agriculture,8.476082,6.3428426,6
urbanization,9.067118,5.4792438,-1
ghana,6.9160147,2.6938717,3
scopus,4.9848466,5.1522818,4
feedstocks,9.494199,5.9446616,6
greenhouse gases,17.091877,6.084679,-1
industrial chemicals,8.561679,6.2313967,6
methanol,9.467485,4.360831,6
solar energy,8.964372,7.1855316,6
solar equipment,8.938599,7.152181,6
innovative technology,8.276392,7.064755,6
methanol production,8.69576,7.1199837,6
production process,8.262466,6.56644,6
solar assisted,8.963003,7.174879,6
solar reactors,8.948348,7.14907,6
techno-economic analysis,7.1098623,6.9031043,6
technology readiness levels,8.277619,7.06762,6
value added products,8.394936,6.4125524,6
solar power generation,8.886259,7.0402594,6
binary alloys,9.893545,4.872794,6
bismuth alloys,9.934086,4.8490167,6
bus transportation,8.143926,6.305626,6
buses,8.171992,6.30148,6
carbon dioxide,13.219772,8.716888,0
environmental management,8.499789,6.077043,6
eutrophication,10.673654,6.159137,-1
exhaust systems (engine),8.711751,4.846746,-1
gallium alloys,9.911856,4.8533454,6
global warming,8.640802,8.615915,-1
life cycle,4.6612678,9.272965,-1
manufacture,8.444163,6.617073,6
road vehicles,8.642325,6.5263295,6
roads and streets,8.744435,7.4368834,-1
taxicabs,8.170772,6.300779,6
vehicle performance,8.347274,6.7609663,6
auto-rickshaw,8.436468,6.7082396,6
bus transport,8.138235,6.2940226,6
life cycle assessment (lca),9.16555,3.988181,-1
public transport,8.0914545,6.4858193,6
taxi,8.160749,6.324618,6
environmental impact,7.8879013,6.430228,6
air pollution,9.159051,4.7262497,-1
catalytic converters,8.763118,5.886183,6
compressed natural gas,4.63063,10.471354,-1
deterioration,8.395553,4.785534,6
emission control,8.855874,6.869665,-1
gas emissions,6.352616,1.3602829,-1
gasoline,11.050383,1.5312196,-1
taxicabs,8.171675,6.300754,6
compressed natural gasses (cng),9.283822,7.2873797,-1
portable emissions measurement systems (pems),8.715707,4.8417315,-1
real drivings,5.208091,5.286068,4
taxi,8.157949,6.32154,6
three way catalysts,8.742782,5.3290467,6
air pollution control equipment,8.703128,5.9821644,6
fuel,8.907489,5.6070194,-1
gasoline,11.080944,1.5112289,-1
natural gas,9.605296,8.658069,2
nitric oxide,10.185284,4.6295195,6
tetrahydrocannabinol,5.0052986,5.1779594,4
carbon monoxide,13.25136,8.760158,0
emission control,8.854587,6.868384,-1
emission inventory,10.00484,6.5766473,-1
natural gas,9.586209,8.660986,2
nitrogen oxides,10.276583,4.545438,6
policy implementation,7.683469,6.8599215,6
pollution policy,7.622211,6.498827,6
traffic emission,8.141586,6.329814,6
urban area,7.5802574,6.0960464,6
air pollutant,8.2523775,4.190544,6
air pollution,9.163185,4.718825,-1
article,-5.271389,4.622824,-1
calibration,7.847804,6.767556,6
china,7.160439,2.0978796,3
concentration (parameters),8.842103,4.6734047,-1
correlational study,7.296875,7.4056873,6
environmental factor,7.884174,6.436593,6
mileage,10.900993,1.6050868,-1
priority journal,8.132417,17.389261,-1
taxi fleet,8.198427,6.3676677,6
traffic and transport,8.141037,6.296093,6
urban area,7.57536,6.0978613,6
china,7.160682,2.097103,3
algorithm,7.7291646,7.046282,6
cluster analysis,7.098024,6.973281,6
data set,7.520546,6.9205885,6
hazard assessment,8.142055,6.2023416,6
hazard management,8.395029,6.1200876,6
landslide,5.092185,5.2470365,4
mining,9.275814,6.1534834,6
numerical method,7.7926273,6.8492327,6
rainfall,8.471604,5.076569,6
slope,6.728344,6.6054306,-1
iran,6.698252,2.9803243,3
adaptive management,8.124322,6.5839076,6
climate change,4.197182,5.063748,-1
climate effect,4.2559185,5.026901,-1
environmental policy,7.6241417,6.500752,6
equity,7.9847426,6.4988174,6
gender relations,7.6840386,6.530791,6
livelihood,8.473716,6.3490763,6
ownership,8.028146,6.4740386,6
policy making,7.6691375,6.885409,6
questionnaire survey,7.8077755,6.598499,6
regulatory approach,7.702804,6.773817,6
social capital,7.745187,6.5021496,6
socioeconomic status,7.87088,6.411688,6
vulnerability,5.183187,5.5088215,4
viet nam,7.0271964,2.5831845,3
cyclic nucleotide gated channel,12.583116,5.1625395,-1
cyclic nucleotide gated channel,12.5829935,5.1627617,-1
insect protein,8.909734,5.031336,6
article,-5.182886,4.5005436,-1
assortative mating,5.06126,5.233978,4
drosophila,8.020277,2.5215173,-1
evolution,6.9162107,6.500505,5
genetics,9.163056,10.209663,-1
genotype,7.6609874,4.8598847,-1
genus,7.938105,6.0012903,6
laupala,5.187093,5.2363224,4
music,5.0302515,5.313213,4
nonhuman,-3.8218353,18.449795,-1
phenotype,7.7916946,4.7468133,-1
priority journal,8.1462,17.425861,-1
quantitative trait locus mapping,7.718974,7.3839173,-1
singing,5.0093346,5.336742,4
single nucleotide polymorphism,7.1029615,5.531501,6
species differentiation,7.930771,5.9941163,6
whole genome sequencing,8.501771,5.094531,6
animal,8.482696,11.174387,-1
genetic variation,7.135717,6.1436443,6
genetics,9.12601,10.2622385,-1
gryllidae,5.15685,5.299788,4
male,7.7780995,5.5887213,-1
molecular evolution,6.9522014,6.518211,5
physiology,7.296513,7.105535,-1
reproductive isolation,7.822387,5.743866,6
sexual behavior,8.385988,5.6135564,6
vocalization,5.2516055,5.1428514,4
animals,8.718224,6.839817,-1
cyclic nucleotide-gated cation channels,12.573956,5.1612453,-1
"evolution, molecular",6.9534626,6.5238523,5
genetic speciation,7.1160793,6.1031957,6
genetic variation,7.1167135,6.153248,6
gryllidae,5.144749,5.2221704,4
insect proteins,8.749981,5.09834,6
male,7.790863,5.575972,-1
reproductive isolation,7.82322,5.743582,6
"sexual behavior, animal",8.327625,5.5474215,6
"vocalization, animal",8.32717,5.5375385,6
alternative fuels,9.732961,1.7987639,-1
biogas,8.613644,4.774354,-1
compressed natural gas,4.6327314,10.469251,-1
economic analysis,7.0194445,7.0203643,6
electric power generation,8.847971,6.959485,6
electric vehicles,9.621867,7.8703303,-1
electricity,8.967179,8.273169,6
finance,7.9913797,6.494789,6
fleet operations,8.293149,6.4735413,6
gases,17.114155,6.0057993,-1
global warming,8.640788,8.615867,-1
land fill,8.436104,6.107048,6
life cycle,4.662038,9.272428,-1
municipal solid waste,10.395726,3.030946,-1
natural gas vehicles,8.711172,6.3241563,2
natural gasoline plants,8.850428,5.7400436,6
alternative vehicle fuels,9.783503,1.7931513,-1
compressed natural gasses (cng),9.286301,7.2903743,-1
economic and environmental assessments,7.834324,6.4707656,6
environmental life cycle assessment,9.042591,4.1376014,-1
global warming potential,8.6378975,8.609502,-1
landfill gas,6.539022,1.7050451,-1
life cycle assessment (lca),9.176944,3.9746852,-1
municipal solid waste (msw),10.385924,3.041289,-1
renewable energy resources,8.788521,8.257955,6
compressed natural gas,4.6320014,10.46999,-1
diesel fuel,8.939396,5.717602,-1
fuel,8.94305,5.6460266,-1
natural gas,9.5806,8.645566,2
unclassified drug,6.512058,3.167843,-1
economic analysis,7.0337543,7.0140023,6
electric vehicle,9.599173,7.8409033,-1
environmental assessment,7.903117,6.4756374,6
environmental economics,7.6077166,6.95802,6
landfill,7.540165,3.1955955,-1
life cycle analysis,9.126204,3.6928563,-1
management practice,8.402467,6.223166,6
municipal solid waste,10.385971,3.041256,-1
natural gas,9.581994,8.605317,2
article,-5.1783757,4.5028872,-1
carbon footprint,13.161262,8.702769,0
controlled study,7.297507,12.638707,-1
economic aspect,7.7902613,6.52921,6
electricity,8.96942,8.272907,6
energy conversion,8.2461,8.1396475,6
environmental management,8.501229,6.0735745,6
financial management,8.2128,6.425637,6
landfill,7.5075026,3.162182,-1
life cycle assessment,9.158035,3.9511156,-1
motor vehicle,8.351155,6.794922,6
waste,8.597466,5.871423,6
automobiles,9.512659,7.8377934,-1
costs,8.161189,6.1823354,-1
economic analysis,7.0058894,7.014519,6
fleet operations,8.2928095,6.473294,6
gases,17.122242,6.111813,-1
investments,7.981807,6.5017123,6
liquefied natural gas,9.617977,8.673393,2
